file,concept,count
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,programaba,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,telecomunicaciones,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,tecnología,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Stanford,15
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Darío Valencia Restrepo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Fortran,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,terminal,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,red,10
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,equipo central,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Berkeley,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,terminal,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,red interna,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,redes,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,IBM,7
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Berkeley,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Digital,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,sistema operativo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,procesador de palabras,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Escuela de Ciencias de la Tierra,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,procesador de línea,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,sistema,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,edición en línea,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Silicon Valley,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,computador,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,computación,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,DANE,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Comisión Nacional de Sistemas,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad EAFIT,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,EAFIT,11
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,RadioShack,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,redes internas,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Novell,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,RUNCOL,5
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Red Universitaria de Colombia,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad del Valle,7
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Mini-Internet,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Telecom,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,equipo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,BitNet,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Eudoro Becerra,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,COLDAPAQ,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,datos,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,procesamiento de palabras,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Lotus 123,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,conectarse,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Links,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Gonzalo Ulloa,8
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Antonio Restrepo,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Luis Guillermo Sanín,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,National Science Foundation,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Steve Goldstein,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,correo electrónico,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,American Online,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,llamada telefónica internacional,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Banco del Pacífico,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad Católica de Chile,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad de Chile,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Antonio Restrepo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,The Whole Internet,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Red Caldas,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Blanca Riascos,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Maria Emilia Correa,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Maria Emilia Correa,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Cisco Systems,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,equipo,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,comunicaciones,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Mini-Internet,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Banco de Proyectos de Planeación,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Juan Luis Londoño,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Armando Montenegro,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad Industrial de Santander,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,ICFES,8
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Luis Pérez,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,red,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,CETCOL,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,RedCol,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,UIS,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,enrutadores,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,conectividad,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,almacenamiento,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Sun Microsystems,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Daisy Urrego,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Jaime Vélez,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Ley 29,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Ley 29,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Carlos Gaviria,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Fernando Chaparro,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Ley de Ciencia y Tecnología,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Consejo Nacional de Ciencia y Tecnología,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,ministro de Agricultura,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,ministro de Comercio Exterior,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Ministro de Desarrollo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,el rector de la Nacional,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,el rector de Uniandes,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Enrique Carulla,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Corporación para la gestión de Internet,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Corporación InterRed,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,"Armando Montenegro. Me dice Bueno, doctor Tavares, hoy tiene su corporación aprobada. Yo le dije, Yo no, el país. Él era una persona muy valiosa y sigue siendo una persona muy valiosa. Pero nos dio ese apoyo para crear ",1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,José Antonio Ocampo,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Director ejecutivo de InterRed,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,InterRed,8
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Cisco,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Juan Pablo Pasos,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Jaime Roldán,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Red Computadores,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,gobernador de Boyacá,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,rector de la Universidad Tecnológica de Tunja,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad Tecnológica de Tunja,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Empresas Públicas de Medellín,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,EPM,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,UNE,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,proveedor,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad del Norte,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Gustavo Rueda,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Almirante de la Armada Nacional,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,INET93,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Microsoft,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Sistemas operativos,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Windows,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Al Gore,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad de Antioquia,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,correo electrónico,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,ping,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,navegador,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Netscape,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,La red D,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Google,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Yahoo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,motores de búsqueda,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Altavista,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Julio César Guzmán,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,COLDAPAQ,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,IMPSAT,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Red P,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Rudolf Hommes,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,María Clara Echeverría,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Jaime de Jesús Niño,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Internet,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Gonzalo Ulloa,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Sandra Morales,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Luz Stella García,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Cecilia María Vélez,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Uniandes,11
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Centro de Cómputo,13
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Hugo,13
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Fernando Salcedo,4
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Claudia Sastre,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,", a ",5
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,", ",1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,", pero ella es de  ",1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,", que digamos que también estamos explorando la participación de otras universidades, a ",1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt," de Colciencias, pues es la mujer que estaba  ",1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt, y a ,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,EAFIT,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Orlando Cuevas,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Javier Caicedo,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Burroughs,2
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,DSIT,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Mauricio Arango,2
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,TCP/IP,4
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Mauricio,3
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Álvaro Galvis,2
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Lidie,5
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Conécta-TE,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,,7
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Web Semántica,7
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Machine Learning,2
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Colciencias,5
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Ludomática,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,wikis,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,YouTube,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Instagram,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Ludomática,5
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Ludomática? ¿Qué diferencias tiene con el proyecto ,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Hermes,6
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Proyecto ,1
Copia de Copia_Trint_Entrevista_Historia_del_Internet_en_Colombia_Olga_Mariño_20240126_100335_Meeting_Recording.docx.txt,Álvaro,5
